Date;Nationality;Sex;Age;Population
2009-12-31;Germans;Male;49 years;623379
2009-12-31;Germans;Male;50 years;607525
2009-12-31;Germans;Male;51 years;575059
2009-12-31;Germans;Male;52 years;562590
2009-12-31;Germans;Male;53 years;544804
2009-12-31;Germans;Male;54 years;528185
2009-12-31;Germans;Male;55 years;517751
2009-12-31;Germans;Male;56 years;501498
2009-12-31;Germans;Male;57 years;500233
2009-12-31;Germans;Male;58 years;489616
2009-12-31;Germans;Male;59 years;485976
2009-12-31;Germans;Male;60 years;467763
2009-12-31;Germans;Male;61 years;425102
2009-12-31;Germans;Male;62 years;394393
2009-12-31;Germans;Male;63 years;341243
2009-12-31;Germans;Male;64 years;297129
2009-12-31;Germans;Male;65 years;406859
2009-12-31;Germans;Male;66 years;413162
2009-12-31;Germans;Male;67 years;396751
2009-12-31;Germans;Male;68 years;482141
2009-12-31;Germans;Male;69 years;500235
2009-12-31;Germans;Male;70 years;484863
2009-12-31;Germans;Male;71 years;444673
2009-12-31;Germans;Male;72 years;406840
2009-12-31;Germans;Male;73 years;385667
2009-12-31;Germans;Male;74 years;362768
2009-12-31;Germans;Male;75 years;324444
2009-12-31;Germans;Male;76 years;249180
2009-12-31;Germans;Male;77 years;238458
2009-12-31;Germans;Male;78 years;231458
2009-12-31;Germans;Male;79 years;230146
2009-12-31;Germans;Male;80 years;208902
2009-12-31;Germans;Male;81 years;193705
2009-12-31;Germans;Male;82 years;161015
2009-12-31;Germans;Male;83 years;137609
2009-12-31;Germans;Male;84 years;117862
2009-12-31;Germans;Male;85 years and over;467814
2009-12-31;Germans;Male;Total;36471080
2009-12-31;Germans;Female;under 1 year;308141
2009-12-31;Germans;Female;1 year;317780
2009-12-31;Germans;Female;2 years;319216
2009-12-31;Germans;Female;3 years;314379
2009-12-31;Germans;Female;4 years;320151
2009-12-31;Germans;Female;5 years;326479
2009-12-31;Germans;Female;6 years;325624
2009-12-31;Germans;Female;7 years;331034
2009-12-31;Germans;Female;8 years;338638
2009-12-31;Germans;Female;9 years;354544
2009-12-31;Germans;Female;10 years;339989
2009-12-31;Germans;Female;11 years;347798
2009-12-31;Germans;Female;12 years;358749
2009-12-31;Germans;Female;13 years;352392
2009-12-31;Germans;Female;14 years;342204
2009-12-31;Germans;Female;15 years;345774
2009-12-31;Germans;Female;16 years;360975
2009-12-31;Germans;Female;17 years;371590
2009-12-31;Germans;Female;18 years;388470
2009-12-31;Germans;Female;19 years;430883
2009-12-31;Germans;Female;20 years;427266
2009-12-31;Germans;Female;21 years;440072
2009-12-31;Germans;Female;22 years;430739
2009-12-31;Germans;Female;23 years;426924
2009-12-31;Germans;Female;24 years;412825
2009-12-31;Germans;Female;25 years;410431
2009-12-31;Germans;Female;26 years;413764
2009-12-31;Germans;Female;27 years;422754
2009-12-31;Germans;Female;28 years;421641
2009-12-31;Germans;Female;29 years;423135
2009-12-31;Germans;Female;30 years;399439
2009-12-31;Germans;Female;31 years;394318
2009-12-31;Germans;Female;32 years;390461
2009-12-31;Germans;Female;33 years;384575
2009-12-31;Germans;Female;34 years;371792
2009-12-31;Germans;Female;35 years;380167
2009-12-31;Germans;Female;36 years;386673
2009-12-31;Germans;Female;37 years;431441
2009-12-31;Germans;Female;38 years;486179
2009-12-31;Germans;Female;39 years;511348
2009-12-31;Germans;Female;40 years;557443
2009-12-31;Germans;Female;41 years;590848
2009-12-31;Germans;Female;42 years;614120
2009-12-31;Germans;Female;43 years;633140
2009-12-31;Germans;Female;44 years;637063
2009-12-31;Germans;Female;45 years;653403
2009-12-31;Germans;Female;46 years;654391
2009-12-31;Germans;Female;47 years;636935
2009-12-31;Germans;Female;48 years;634388
2009-12-31;Germans;Female;49 years;613857
2009-12-31;Germans;Female;50 years;597019
2009-12-31;Germans;Female;51 years;566232
2009-12-31;Germans;Female;52 years;556424
2009-12-31;Germans;Female;53 years;541525
2009-12-31;Germans;Female;54 years;525879
2009-12-31;Germans;Female;55 years;520944
2009-12-31;Germans;Female;56 years;507119
2009-12-31;Germans;Female;57 years;505860
2009-12-31;Germans;Female;58 years;498032
2009-12-31;Germans;Female;59 years;496370
2009-12-31;Germans;Female;60 years;477854
2009-12-31;Germans;Female;61 years;436247
2009-12-31;Germans;Female;62 years;412591
2009-12-31;Germans;Female;63 years;360687
2009-12-31;Germans;Female;64 years;321198
2009-12-31;Germans;Female;65 years;437354
2009-12-31;Germans;Female;66 years;446210
2009-12-31;Germans;Female;67 years;434473
2009-12-31;Germans;Female;68 years;535033
2009-12-31;Germans;Female;69 years;565172
2009-12-31;Germans;Female;70 years;556416
2009-12-31;Germans;Female;71 years;517251
2009-12-31;Germans;Female;72 years;481819
2009-12-31;Germans;Female;73 years;468515
2009-12-31;Germans;Female;74 years;448593
2009-12-31;Germans;Female;75 years;413574
2009-12-31;Germans;Female;76 years;327808
2009-12-31;Germans;Female;77 years;323375
2009-12-31;Germans;Female;78 years;325691
2009-12-31;Germans;Female;79 years;336167
2009-12-31;Germans;Female;80 years;318885
2009-12-31;Germans;Female;81 years;306473
2009-12-31;Germans;Female;82 years;281523
2009-12-31;Germans;Female;83 years;271641
2009-12-31;Germans;Female;84 years;258842
2009-12-31;Germans;Female;85 years and over;1335120
2009-12-31;Germans;Female;Total;38200258
2009-12-31;Foreigners;Male;under 1 year;16657
2009-12-31;Foreigners;Male;1 year;18443
2009-12-31;Foreigners;Male;2 years;17189
2009-12-31;Foreigners;Male;3 years;16303
2009-12-31;Foreigners;Male;4 years;16546
2009-12-31;Foreigners;Male;5 years;19365
2009-12-31;Foreigners;Male;6 years;20092
2009-12-31;Foreigners;Male;7 years;21233
2009-12-31;Foreigners;Male;8 years;22108
2009-12-31;Foreigners;Male;9 years;23967
2009-12-31;Foreigners;Male;10 years;38038
2009-12-31;Foreigners;Male;11 years;39471
2009-12-31;Foreigners;Male;12 years;40920
2009-12-31;Foreigners;Male;13 years;40091
2009-12-31;Foreigners;Male;14 years;38920
2009-12-31;Foreigners;Male;15 years;40487
2009-12-31;Foreigners;Male;16 years;41955
2009-12-31;Foreigners;Male;17 years;43636
2009-12-31;Foreigners;Male;18 years;44022
2009-12-31;Foreigners;Male;19 years;46753
2009-12-31;Foreigners;Male;20 years;50248
2009-12-31;Foreigners;Male;21 years;54052
2009-12-31;Foreigners;Male;22 years;55799
2009-12-31;Foreigners;Male;23 years;57168
2009-12-31;Foreigners;Male;24 years;59500
2009-12-31;Foreigners;Male;25 years;62160
2009-12-31;Foreigners;Male;26 years;64814
2009-12-31;Foreigners;Male;27 years;69840
2009-12-31;Foreigners;Male;28 years;72266
2009-12-31;Foreigners;Male;29 years;76086
2009-12-31;Foreigners;Male;30 years;75263
2009-12-31;Foreigners;Male;31 years;75589
2009-12-31;Foreigners;Male;32 years;75744
2009-12-31;Foreigners;Male;33 years;78026
2009-12-31;Foreigners;Male;34 years;79285
2009-12-31;Foreigners;Male;35 years;78890
2009-12-31;Foreigners;Male;36 years;77246
2009-12-31;Foreigners;Male;37 years;77744
2009-12-31;Foreigners;Male;38 years;75748
2009-12-31;Foreigners;Male;39 years;78841
2009-12-31;Foreigners;Male;40 years;76423
2009-12-31;Foreigners;Male;41 years;74136
2009-12-31;Foreigners;Male;42 years;68985
2009-12-31;Foreigners;Male;43 years;69895
2009-12-31;Foreigners;Male;44 years;70604
2009-12-31;Foreigners;Male;45 years;68163
2009-12-31;Foreigners;Male;46 years;64867
2009-12-31;Foreigners;Male;47 years;60024
2009-12-31;Foreigners;Male;48 years;52974
2009-12-31;Foreigners;Male;49 years;55961
2009-12-31;Foreigners;Male;50 years;50015
2009-12-31;Foreigners;Male;51 years;48506
2009-12-31;Foreigners;Male;52 years;46444
2009-12-31;Foreigners;Male;53 years;47084
2009-12-31;Foreigners;Male;54 years;43426
2009-12-31;Foreigners;Male;55 years;39298
2009-12-31;Foreigners;Male;56 years;35624
2009-12-31;Foreigners;Male;57 years;36332
2009-12-31;Foreigners;Male;58 years;35030
2009-12-31;Foreigners;Male;59 years;40138
2009-12-31;Foreigners;Male;60 years;40485
2009-12-31;Foreigners;Male;61 years;41053
2009-12-31;Foreigners;Male;62 years;40810
2009-12-31;Foreigners;Male;63 years;37364
2009-12-31;Foreigners;Male;64 years;33118
2009-12-31;Foreigners;Male;65 years;30662
2009-12-31;Foreigners;Male;66 years;29416
2009-12-31;Foreigners;Male;67 years;29865
2009-12-31;Foreigners;Male;68 years;27530
2009-12-31;Foreigners;Male;69 years;28780
2009-12-31;Foreigners;Male;70 years;25559
2009-12-31;Foreigners;Male;71 years;23712
2009-12-31;Foreigners;Male;72 years;20551
2009-12-31;Foreigners;Male;73 years;17851
2009-12-31;Foreigners;Male;74 years;14732
2009-12-31;Foreigners;Male;75 years;14230
2009-12-31;Foreigners;Male;76 years;12593
2009-12-31;Foreigners;Male;77 years;10115
2009-12-31;Foreigners;Male;78 years;8899
2009-12-31;Foreigners;Male;79 years;7955
2009-12-31;Foreigners;Male;80 years;6497
2009-12-31;Foreigners;Male;81 years;5679
2009-12-31;Foreigners;Male;82 years;5024
2009-12-31;Foreigners;Male;83 years;4306
2009-12-31;Foreigners;Male;84 years;3768
2009-12-31;Foreigners;Male;85 years and over;27538
2009-12-31;Foreigners;Male;Total;3632526
2009-12-31;Foreigners;Female;under 1 year;15887
2009-12-31;Foreigners;Female;1 year;17520
2009-12-31;Foreigners;Female;2 years;16281
2009-12-31;Foreigners;Female;3 years;15052
2009-12-31;Foreigners;Female;4 years;15749
2009-12-31;Foreigners;Female;5 years;18231
2009-12-31;Foreigners;Female;6 years;19211
2009-12-31;Foreigners;Female;7 years;20108
2009-12-31;Foreigners;Female;8 years;21055
2009-12-31;Foreigners;Female;9 years;22882
2009-12-31;Foreigners;Female;10 years;36443
2009-12-31;Foreigners;Female;11 years;37638
2009-12-31;Foreigners;Female;12 years;39143
2009-12-31;Foreigners;Female;13 years;38436
2009-12-31;Foreigners;Female;14 years;37463
2009-12-31;Foreigners;Female;15 years;38530
2009-12-31;Foreigners;Female;16 years;39839
2009-12-31;Foreigners;Female;17 years;40771
2009-12-31;Foreigners;Female;18 years;41483
2009-12-31;Foreigners;Female;19 years;44725
2009-12-31;Foreigners;Female;20 years;49455
2009-12-31;Foreigners;Female;21 years;53953
2009-12-31;Foreigners;Female;22 years;56517
2009-12-31;Foreigners;Female;23 years;58377
2009-12-31;Foreigners;Female;24 years;61676
2009-12-31;Foreigners;Female;25 years;65534
2009-12-31;Foreigners;Female;26 years;68713
2009-12-31;Foreigners;Female;27 years;73669
2009-12-31;Foreigners;Female;28 years;76456
2009-12-31;Foreigners;Female;29 years;79455
2009-12-31;Foreigners;Female;30 years;79602
2009-12-31;Foreigners;Female;31 years;78475
2009-12-31;Foreigners;Female;32 years;79135
2009-12-31;Foreigners;Female;33 years;78998
2009-12-31;Foreigners;Female;34 years;79538
2009-12-31;Foreigners;Female;35 years;79741
2009-12-31;Foreigners;Female;36 years;78825
2009-12-31;Foreigners;Female;37 years;78522
2009-12-31;Foreigners;Female;38 years;75312
2009-12-31;Foreigners;Female;39 years;75158
2009-12-31;Foreigners;Female;40 years;71180
2009-12-31;Foreigners;Female;41 years;67910
2009-12-31;Foreigners;Female;42 years;62184
2009-12-31;Foreigners;Female;43 years;60950
2009-12-31;Foreigners;Female;44 years;59057
2009-12-31;Foreigners;Female;45 years;56571
2009-12-31;Foreigners;Female;46 years;52898
2009-12-31;Foreigners;Female;47 years;50435
2009-12-31;Foreigners;Female;48 years;46234
2009-12-31;Foreigners;Female;49 years;48285
2009-12-31;Foreigners;Female;50 years;44296
2009-12-31;Foreigners;Female;51 years;42267
2009-12-31;Foreigners;Female;52 years;40399
2009-12-31;Foreigners;Female;53 years;42331
2009-12-31;Foreigners;Female;54 years;43197
2009-12-31;Foreigners;Female;55 years;43000
2009-12-31;Foreigners;Female;56 years;41379
2009-12-31;Foreigners;Female;57 years;43960
2009-12-31;Foreigners;Female;58 years;40580
2009-12-31;Foreigners;Female;59 years;45172
2009-12-31;Foreigners;Female;60 years;42190
2009-12-31;Foreigners;Female;61 years;39891
2009-12-31;Foreigners;Female;62 years;36914
2009-12-31;Foreigners;Female;63 years;32416
2009-12-31;Foreigners;Female;64 years;29146
2009-12-31;Foreigners;Female;65 years;26597
2009-12-31;Foreigners;Female;66 years;23826
2009-12-31;Foreigners;Female;67 years;23491
2009-12-31;Foreigners;Female;68 years;21038
2009-12-31;Foreigners;Female;69 years;21914
2009-12-31;Foreigners;Female;70 years;18964
2009-12-31;Foreigners;Female;71 years;18194
2009-12-31;Foreigners;Female;72 years;16138
2009-12-31;Foreigners;Female;73 years;14359
2009-12-31;Foreigners;Female;74 years;12459
2009-12-31;Foreigners;Female;75 years;11017
2009-12-31;Foreigners;Female;76 years;10264
2009-12-31;Foreigners;Female;77 years;9081
2009-12-31;Foreigners;Female;78 years;7912
2009-12-31;Foreigners;Female;79 years;8249
2009-12-31;Foreigners;Female;80 years;7133
2009-12-31;Foreigners;Female;81 years;6294
2009-12-31;Foreigners;Female;82 years;6138
2009-12-31;Foreigners;Female;83 years;5436
2009-12-31;Foreigners;Female;84 years;5163
2009-12-31;Foreigners;Female;85 years and over;38326
2009-12-31;Foreigners;Female;Total;3498393
2010-12-31;Germans;Male;under 1 year;330050
2010-12-31;Germans;Male;1 year;325869
2010-12-31;Germans;Male;2 years;334348
2010-12-31;Germans;Male;3 years;336928
2010-12-31;Germans;Male;4 years;331918
2010-12-31;Germans;Male;5 years;337029
2010-12-31;Germans;Male;6 years;343471
2010-12-31;Germans;Male;7 years;343154
2010-12-31;Germans;Male;8 years;349095
2010-12-31;Germans;Male;9 years;357241
2010-12-31;Germans;Male;10 years;371456
2010-12-31;Germans;Male;11 years;360679
2010-12-31;Germans;Male;12 years;367240
2010-12-31;Germans;Male;13 years;378940
2010-12-31;Germans;Male;14 years;373273
2010-12-31;Germans;Male;15 years;361813
2010-12-31;Germans;Male;16 years;366500
2010-12-31;Germans;Male;17 years;381564
2010-12-31;Germans;Male;18 years;390780
2010-12-31;Germans;Male;19 years;409953
2010-12-31;Germans;Male;20 years;454912
2010-12-31;Germans;Male;21 years;448485
2010-12-31;Germans;Male;22 years;462939
2010-12-31;Germans;Male;23 years;453991
2010-12-31;Germans;Male;24 years;446296
2010-12-31;Germans;Male;25 years;431084
2010-12-31;Germans;Male;26 years;429846
2010-12-31;Germans;Male;27 years;432148
2010-12-31;Germans;Male;28 years;441901
2010-12-31;Germans;Male;29 years;436570
2010-12-31;Germans;Male;30 years;438105
2010-12-31;Germans;Male;31 years;415729
2010-12-31;Germans;Male;32 years;409872
2010-12-31;Germans;Male;33 years;405890
2010-12-31;Germans;Male;34 years;397426
2010-12-31;Germans;Male;35 years;385638
2010-12-31;Germans;Male;36 years;391932
2010-12-31;Germans;Male;37 years;399365
2010-12-31;Germans;Male;38 years;447401
2010-12-31;Germans;Male;39 years;505471
2010-12-31;Germans;Male;40 years;530684
2010-12-31;Germans;Male;41 years;580109
2010-12-31;Germans;Male;42 years;614181
2010-12-31;Germans;Male;43 years;636268
2010-12-31;Germans;Male;44 years;655437
2010-12-31;Germans;Male;45 years;661677
2010-12-31;Germans;Male;46 years;674839
2010-12-31;Germans;Male;47 years;672443
2010-12-31;Germans;Male;48 years;651809
2010-12-31;Germans;Male;49 years;644667
2010-12-31;Germans;Male;50 years;621160
2010-12-31;Germans;Male;51 years;604961
2010-12-31;Germans;Male;52 years;572390
2010-12-31;Germans;Male;53 years;559621
2010-12-31;Germans;Male;54 years;541619
2010-12-31;Germans;Male;55 years;524701
2010-12-31;Germans;Male;56 years;514107
2010-12-31;Germans;Male;57 years;497575
2010-12-31;Germans;Male;58 years;496064
2010-12-31;Germans;Male;59 years;485085
2010-12-31;Germans;Male;60 years;481101
2010-12-31;Germans;Male;61 years;462512
2010-12-31;Germans;Male;62 years;420229
2010-12-31;Germans;Male;63 years;389359
2010-12-31;Germans;Male;64 years;336265
2010-12-31;Germans;Male;65 years;292651
2010-12-31;Germans;Male;66 years;400235
2010-12-31;Germans;Male;67 years;405835
2010-12-31;Germans;Male;68 years;389398
2010-12-31;Germans;Male;69 years;472299
2010-12-31;Germans;Male;70 years;488958
2010-12-31;Germans;Male;71 years;473194
2010-12-31;Germans;Male;72 years;432893
2010-12-31;Germans;Male;73 years;395080
2010-12-31;Germans;Male;74 years;373078
2010-12-31;Germans;Male;75 years;349577
2010-12-31;Germans;Male;76 years;311333
2010-12-31;Germans;Male;77 years;237879
2010-12-31;Germans;Male;78 years;226339
2010-12-31;Germans;Male;79 years;218294
2010-12-31;Germans;Male;80 years;215409
2010-12-31;Germans;Male;81 years;194147
2010-12-31;Germans;Male;82 years;178390
2010-12-31;Germans;Male;83 years;147370
2010-12-31;Germans;Male;84 years;124568
2010-12-31;Germans;Male;85 years and over;501343
2010-12-31;Germans;Male;Total;36443435
2010-12-31;Germans;Female;under 1 year;314624
2010-12-31;Germans;Female;1 year;309403
2010-12-31;Germans;Female;2 years;318063
2010-12-31;Germans;Female;3 years;319395
2010-12-31;Germans;Female;4 years;314421
2010-12-31;Germans;Female;5 years;320129
2010-12-31;Germans;Female;6 years;326237
2010-12-31;Germans;Female;7 years;325679
2010-12-31;Germans;Female;8 years;331278
2010-12-31;Germans;Female;9 years;339082
2010-12-31;Germans;Female;10 years;355028
2010-12-31;Germans;Female;11 years;340694
2010-12-31;Germans;Female;12 years;348625
2010-12-31;Germans;Female;13 years;359659
2010-12-31;Germans;Female;14 years;353259
2010-12-31;Germans;Female;15 years;343127
2010-12-31;Germans;Female;16 years;346928
2010-12-31;Germans;Female;17 years;362119
2010-12-31;Germans;Female;18 years;373154
2010-12-31;Germans;Female;19 years;390554
2010-12-31;Germans;Female;20 years;432526
2010-12-31;Germans;Female;21 years;428410
2010-12-31;Germans;Female;22 years;440892
2010-12-31;Germans;Female;23 years;431451
2010-12-31;Germans;Female;24 years;427280
2010-12-31;Germans;Female;25 years;412758
2010-12-31;Germans;Female;26 years;410171
2010-12-31;Germans;Female;27 years;413604
2010-12-31;Germans;Female;28 years;422823
2010-12-31;Germans;Female;29 years;421867
2010-12-31;Germans;Female;30 years;423475
2010-12-31;Germans;Female;31 years;400061
2010-12-31;Germans;Female;32 years;395162
2010-12-31;Germans;Female;33 years;391323
2010-12-31;Germans;Female;34 years;385435
2010-12-31;Germans;Female;35 years;372680
2010-12-31;Germans;Female;36 years;380995
2010-12-31;Germans;Female;37 years;387316
2010-12-31;Germans;Female;38 years;432087
2010-12-31;Germans;Female;39 years;486723
2010-12-31;Germans;Female;40 years;511737
2010-12-31;Germans;Female;41 years;557751
2010-12-31;Germans;Female;42 years;590920
2010-12-31;Germans;Female;43 years;614189
2010-12-31;Germans;Female;44 years;632962
2010-12-31;Germans;Female;45 years;636764
2010-12-31;Germans;Female;46 years;653000
2010-12-31;Germans;Female;47 years;653595
2010-12-31;Germans;Female;48 years;636147
2010-12-31;Germans;Female;49 years;633390
2010-12-31;Germans;Female;50 years;612704
2010-12-31;Germans;Female;51 years;595772
2010-12-31;Germans;Female;52 years;564994
2010-12-31;Germans;Female;53 years;554906
2010-12-31;Germans;Female;54 years;539994
2010-12-31;Germans;Female;55 years;524248
2010-12-31;Germans;Female;56 years;519149
2010-12-31;Germans;Female;57 years;505302
2010-12-31;Germans;Female;58 years;503834
2010-12-31;Germans;Female;59 years;495908
2010-12-31;Germans;Female;60 years;493940
2010-12-31;Germans;Female;61 years;475248
2010-12-31;Germans;Female;62 years;433556
2010-12-31;Germans;Female;63 years;409940
2010-12-31;Germans;Female;64 years;358133
2010-12-31;Germans;Female;65 years;318677
2010-12-31;Germans;Female;66 years;433737
2010-12-31;Germans;Female;67 years;442299
2010-12-31;Germans;Female;68 years;430357
2010-12-31;Germans;Female;69 years;529617
2010-12-31;Germans;Female;70 years;558764
2010-12-31;Germans;Female;71 years;549577
2010-12-31;Germans;Female;72 years;510185
2010-12-31;Germans;Female;73 years;474384
2010-12-31;Germans;Female;74 years;460199
2010-12-31;Germans;Female;75 years;439527
2010-12-31;Germans;Female;76 years;403902
2010-12-31;Germans;Female;77 years;319045
2010-12-31;Germans;Female;78 years;313370
2010-12-31;Germans;Female;79 years;314286
2010-12-31;Germans;Female;80 years;322955
2010-12-31;Germans;Female;81 years;304430
2010-12-31;Germans;Female;82 years;290511
2010-12-31;Germans;Female;83 years;264652
2010-12-31;Germans;Female;84 years;253002
2010-12-31;Germans;Female;85 years and over;1379165
2010-12-31;Germans;Female;Total;38109221
2010-12-31;Foreigners;Male;under 1 year;17241
2010-12-31;Foreigners;Male;1 year;18009
2010-12-31;Foreigners;Male;2 years;19346
2010-12-31;Foreigners;Male;3 years;17867
2010-12-31;Foreigners;Male;4 years;16927
2010-12-31;Foreigners;Male;5 years;17106
2010-12-31;Foreigners;Male;6 years;19568
2010-12-31;Foreigners;Male;7 years;20264
2010-12-31;Foreigners;Male;8 years;21317
2010-12-31;Foreigners;Male;9 years;22135
2010-12-31;Foreigners;Male;10 years;23884
2010-12-31;Foreigners;Male;11 years;37771
2010-12-31;Foreigners;Male;12 years;39175
2010-12-31;Foreigners;Male;13 years;40676
2010-12-31;Foreigners;Male;14 years;39914
2010-12-31;Foreigners;Male;15 years;38880
2010-12-31;Foreigners;Male;16 years;40939
2010-12-31;Foreigners;Male;17 years;42416
2010-12-31;Foreigners;Male;18 years;44785
2010-12-31;Foreigners;Male;19 years;46199
2010-12-31;Foreigners;Male;20 years;50522
2010-12-31;Foreigners;Male;21 years;54453
2010-12-31;Foreigners;Male;22 years;58394
2010-12-31;Foreigners;Male;23 years;60684
2010-12-31;Foreigners;Male;24 years;61758
2010-12-31;Foreigners;Male;25 years;63706
2010-12-31;Foreigners;Male;26 years;65749
2010-12-31;Foreigners;Male;27 years;67402
2010-12-31;Foreigners;Male;28 years;72042
2010-12-31;Foreigners;Male;29 years;74011
2010-12-31;Foreigners;Male;30 years;77472
2010-12-31;Foreigners;Male;31 years;76195
2010-12-31;Foreigners;Male;32 years;76029
2010-12-31;Foreigners;Male;33 years;76130
2010-12-31;Foreigners;Male;34 years;78059
2010-12-31;Foreigners;Male;35 years;79043
2010-12-31;Foreigners;Male;36 years;78933
2010-12-31;Foreigners;Male;37 years;76720
2010-12-31;Foreigners;Male;38 years;77089
2010-12-31;Foreigners;Male;39 years;75602
2010-12-31;Foreigners;Male;40 years;78611
2010-12-31;Foreigners;Male;41 years;76318
2010-12-31;Foreigners;Male;42 years;73891
2010-12-31;Foreigners;Male;43 years;68898
2010-12-31;Foreigners;Male;44 years;69743
2010-12-31;Foreigners;Male;45 years;70282
2010-12-31;Foreigners;Male;46 years;67898
2010-12-31;Foreigners;Male;47 years;64565
2010-12-31;Foreigners;Male;48 years;59766
2010-12-31;Foreigners;Male;49 years;52635
2010-12-31;Foreigners;Male;50 years;55534
2010-12-31;Foreigners;Male;51 years;49681
2010-12-31;Foreigners;Male;52 years;48110
2010-12-31;Foreigners;Male;53 years;46129
2010-12-31;Foreigners;Male;54 years;46677
2010-12-31;Foreigners;Male;55 years;42977
2010-12-31;Foreigners;Male;56 years;38974
2010-12-31;Foreigners;Male;57 years;35183
2010-12-31;Foreigners;Male;58 years;35803
2010-12-31;Foreigners;Male;59 years;34577
2010-12-31;Foreigners;Male;60 years;39432
2010-12-31;Foreigners;Male;61 years;39785
2010-12-31;Foreigners;Male;62 years;40156
2010-12-31;Foreigners;Male;63 years;39804
2010-12-31;Foreigners;Male;64 years;36347
2010-12-31;Foreigners;Male;65 years;31984
2010-12-31;Foreigners;Male;66 years;29695
2010-12-31;Foreigners;Male;67 years;28384
2010-12-31;Foreigners;Male;68 years;28928
2010-12-31;Foreigners;Male;69 years;26668
2010-12-31;Foreigners;Male;70 years;27743
2010-12-31;Foreigners;Male;71 years;24613
2010-12-31;Foreigners;Male;72 years;22768
2010-12-31;Foreigners;Male;73 years;19741
2010-12-31;Foreigners;Male;74 years;17024
2010-12-31;Foreigners;Male;75 years;14051
2010-12-31;Foreigners;Male;76 years;13563
2010-12-31;Foreigners;Male;77 years;11953
2010-12-31;Foreigners;Male;78 years;9641
2010-12-31;Foreigners;Male;79 years;8413
2010-12-31;Foreigners;Male;80 years;7495
2010-12-31;Foreigners;Male;81 years;6111
2010-12-31;Foreigners;Male;82 years;5339
2010-12-31;Foreigners;Male;83 years;4742
2010-12-31;Foreigners;Male;84 years;4062
2010-12-31;Foreigners;Male;85 years and over;29884
2010-12-31;Foreigners;Male;Total;3668990
2010-12-31;Foreigners;Female;under 1 year;16318
2010-12-31;Foreigners;Female;1 year;17333
2010-12-31;Foreigners;Female;2 years;18361
2010-12-31;Foreigners;Female;3 years;16998
2010-12-31;Foreigners;Female;4 years;15701
2010-12-31;Foreigners;Female;5 years;16237
2010-12-31;Foreigners;Female;6 years;18493
2010-12-31;Foreigners;Female;7 years;19488
2010-12-31;Foreigners;Female;8 years;20289
2010-12-31;Foreigners;Female;9 years;21053
2010-12-31;Foreigners;Female;10 years;22961
2010-12-31;Foreigners;Female;11 years;36245
2010-12-31;Foreigners;Female;12 years;37289
2010-12-31;Foreigners;Female;13 years;38843
2010-12-31;Foreigners;Female;14 years;38125
2010-12-31;Foreigners;Female;15 years;37249
2010-12-31;Foreigners;Female;16 years;38501
2010-12-31;Foreigners;Female;17 years;39652
2010-12-31;Foreigners;Female;18 years;41462
2010-12-31;Foreigners;Female;19 years;43819
2010-12-31;Foreigners;Female;20 years;49139
2010-12-31;Foreigners;Female;21 years;53986
2010-12-31;Foreigners;Female;22 years;57794
2010-12-31;Foreigners;Female;23 years;60180
2010-12-31;Foreigners;Female;24 years;61899
2010-12-31;Foreigners;Female;25 years;64348
2010-12-31;Foreigners;Female;26 years;67853
2010-12-31;Foreigners;Female;27 years;70512
2010-12-31;Foreigners;Female;28 years;74966
2010-12-31;Foreigners;Female;29 years;77225
2010-12-31;Foreigners;Female;30 years;80047
2010-12-31;Foreigners;Female;31 years;79683
2010-12-31;Foreigners;Female;32 years;78601
2010-12-31;Foreigners;Female;33 years;79014
2010-12-31;Foreigners;Female;34 years;78858
2010-12-31;Foreigners;Female;35 years;79231
2010-12-31;Foreigners;Female;36 years;79318
2010-12-31;Foreigners;Female;37 years;78332
2010-12-31;Foreigners;Female;38 years;77975
2010-12-31;Foreigners;Female;39 years;74993
2010-12-31;Foreigners;Female;40 years;74842
2010-12-31;Foreigners;Female;41 years;70904
2010-12-31;Foreigners;Female;42 years;67539
2010-12-31;Foreigners;Female;43 years;61917
2010-12-31;Foreigners;Female;44 years;60674
2010-12-31;Foreigners;Female;45 years;58807
2010-12-31;Foreigners;Female;46 years;56414
2010-12-31;Foreigners;Female;47 years;52706
2010-12-31;Foreigners;Female;48 years;50230
2010-12-31;Foreigners;Female;49 years;46091
2010-12-31;Foreigners;Female;50 years;48117
2010-12-31;Foreigners;Female;51 years;44164
2010-12-31;Foreigners;Female;52 years;42139
2010-12-31;Foreigners;Female;53 years;40252
2010-12-31;Foreigners;Female;54 years;42051
2010-12-31;Foreigners;Female;55 years;42950
2010-12-31;Foreigners;Female;56 years;42675
2010-12-31;Foreigners;Female;57 years;41028
2010-12-31;Foreigners;Female;58 years;43658
2010-12-31;Foreigners;Female;59 years;40217
2010-12-31;Foreigners;Female;60 years;44533
2010-12-31;Foreigners;Female;61 years;41614
2010-12-31;Foreigners;Female;62 years;39296
2010-12-31;Foreigners;Female;63 years;36335
2010-12-31;Foreigners;Female;64 years;31852
2010-12-31;Foreigners;Female;65 years;28422
2010-12-31;Foreigners;Female;66 years;25999
2010-12-31;Foreigners;Female;67 years;23266
2010-12-31;Foreigners;Female;68 years;22947
2010-12-31;Foreigners;Female;69 years;20513
2010-12-31;Foreigners;Female;70 years;21433
2010-12-31;Foreigners;Female;71 years;18509
