Date;Nationality;Sex;Age;Population
1981-12-31;Germans;Female;8 years;259030
1981-12-31;Germans;Female;9 years;293409
1981-12-31;Germans;Female;10 years;334709
1981-12-31;Germans;Female;11 years;356572
1981-12-31;Germans;Female;12 years;407789
1981-12-31;Germans;Female;13 years;441171
1981-12-31;Germans;Female;14 years;461942
1981-12-31;Germans;Female;15 years;476876
1981-12-31;Germans;Female;16 years;478472
1981-12-31;Germans;Female;17 years;490344
1981-12-31;Germans;Female;18 years;487237
1981-12-31;Germans;Female;19 years;469720
1981-12-31;Germans;Female;20 years;468633
1981-12-31;Germans;Female;21 years;451685
1981-12-31;Germans;Female;22 years;438922
1981-12-31;Germans;Female;23 years;418897
1981-12-31;Germans;Female;24 years;411083
1981-12-31;Germans;Female;25 years;397155
1981-12-31;Germans;Female;26 years;380290
1981-12-31;Germans;Female;27 years;382991
1981-12-31;Germans;Female;28 years;369228
1981-12-31;Germans;Female;29 years;369597
1981-12-31;Germans;Female;30 years;364613
1981-12-31;Germans;Female;31 years;370332
1981-12-31;Germans;Female;32 years;370020
1981-12-31;Germans;Female;33 years;352515
1981-12-31;Germans;Female;34 years;334329
1981-12-31;Germans;Female;35 years;310034
1981-12-31;Germans;Female;36 years;266133
1981-12-31;Germans;Female;37 years;362233
1981-12-31;Germans;Female;38 years;371665
1981-12-31;Germans;Female;39 years;363158
1981-12-31;Germans;Female;40 years;449906
1981-12-31;Germans;Female;41 years;486139
1981-12-31;Germans;Female;42 years;482934
1981-12-31;Germans;Female;43 years;456423
1981-12-31;Germans;Female;44 years;431344
1981-12-31;Germans;Female;45 years;428535
1981-12-31;Germans;Female;46 years;420013
1981-12-31;Germans;Female;47 years;395502
1981-12-31;Germans;Female;48 years;323451
1981-12-31;Germans;Female;49 years;330242
1981-12-31;Germans;Female;50 years;343711
1981-12-31;Germans;Female;51 years;369417
1981-12-31;Germans;Female;52 years;365127
1981-12-31;Germans;Female;53 years;372296
1981-12-31;Germans;Female;54 years;364594
1981-12-31;Germans;Female;55 years;380029
1981-12-31;Germans;Female;56 years;398126
1981-12-31;Germans;Female;57 years;390624
1981-12-31;Germans;Female;58 years;390677
1981-12-31;Germans;Female;59 years;409889
1981-12-31;Germans;Female;60 years;432410
1981-12-31;Germans;Female;61 years;433299
1981-12-31;Germans;Female;62 years;331181
1981-12-31;Germans;Female;63 years;221301
1981-12-31;Germans;Female;64 years;212591
1981-12-31;Germans;Female;65 years;234077
1981-12-31;Germans;Female;66 years;306542
1981-12-31;Germans;Female;67 years;388503
1981-12-31;Germans;Female;68 years;388622
1981-12-31;Germans;Female;69 years;389358
1981-12-31;Germans;Female;70 years;365077
1981-12-31;Germans;Female;71 years;367121
1981-12-31;Germans;Female;72 years;361697
1981-12-31;Germans;Female;73 years;347233
1981-12-31;Germans;Female;74 years;325691
1981-12-31;Germans;Female;75 years;307977
1981-12-31;Germans;Female;76 years;281057
1981-12-31;Germans;Female;77 years;264448
1981-12-31;Germans;Female;78 years;237866
1981-12-31;Germans;Female;79 years;223974
1981-12-31;Germans;Female;80 years;200872
1981-12-31;Germans;Female;81 years;175733
1981-12-31;Germans;Female;82 years;152857
1981-12-31;Germans;Female;83 years;135824
1981-12-31;Germans;Female;84 years;111743
1981-12-31;Germans;Female;85 years and over;422466
1981-12-31;Germans;Female;Total;30116636
1981-12-31;Foreigners;Male;under 1 year;41780
1981-12-31;Foreigners;Male;1 year;42388
1981-12-31;Foreigners;Male;2 years;40813
1981-12-31;Foreigners;Male;3 years;41650
1981-12-31;Foreigners;Male;4 years;42832
1981-12-31;Foreigners;Male;5 years;45777
1981-12-31;Foreigners;Male;6 years;45529
1981-12-31;Foreigners;Male;7 years;47241
1981-12-31;Foreigners;Male;8 years;47769
1981-12-31;Foreigners;Male;9 years;47328
1981-12-31;Foreigners;Male;10 years;47026
1981-12-31;Foreigners;Male;11 years;44518
1981-12-31;Foreigners;Male;12 years;43825
1981-12-31;Foreigners;Male;13 years;42506
1981-12-31;Foreigners;Male;14 years;39514
1981-12-31;Foreigners;Male;15 years;45555
1981-12-31;Foreigners;Male;16 years;46602
1981-12-31;Foreigners;Male;17 years;48085
1981-12-31;Foreigners;Male;18 years;46499
1981-12-31;Foreigners;Male;19 years;43592
1981-12-31;Foreigners;Male;20 years;40919
1981-12-31;Foreigners;Male;21 years;46736
1981-12-31;Foreigners;Male;22 years;46222
1981-12-31;Foreigners;Male;23 years;50181
1981-12-31;Foreigners;Male;24 years;52274
1981-12-31;Foreigners;Male;25 years;58142
1981-12-31;Foreigners;Male;26 years;54674
1981-12-31;Foreigners;Male;27 years;52845
1981-12-31;Foreigners;Male;28 years;49620
1981-12-31;Foreigners;Male;29 years;53606
1981-12-31;Foreigners;Male;30 years;51381
1981-12-31;Foreigners;Male;31 years;61404
1981-12-31;Foreigners;Male;32 years;62177
1981-12-31;Foreigners;Male;33 years;64975
1981-12-31;Foreigners;Male;34 years;64219
1981-12-31;Foreigners;Male;35 years;59375
1981-12-31;Foreigners;Male;36 years;55686
1981-12-31;Foreigners;Male;37 years;53091
1981-12-31;Foreigners;Male;38 years;52408
1981-12-31;Foreigners;Male;39 years;55545
1981-12-31;Foreigners;Male;40 years;50732
1981-12-31;Foreigners;Male;41 years;56341
1981-12-31;Foreigners;Male;42 years;51375
1981-12-31;Foreigners;Male;43 years;48268
1981-12-31;Foreigners;Male;44 years;42995
1981-12-31;Foreigners;Male;45 years;40269
1981-12-31;Foreigners;Male;46 years;35254
1981-12-31;Foreigners;Male;47 years;35203
1981-12-31;Foreigners;Male;48 years;33130
1981-12-31;Foreigners;Male;49 years;28267
1981-12-31;Foreigners;Male;50 years;23789
1981-12-31;Foreigners;Male;51 years;23555
1981-12-31;Foreigners;Male;52 years;19524
1981-12-31;Foreigners;Male;53 years;17931
1981-12-31;Foreigners;Male;54 years;15798
1981-12-31;Foreigners;Male;55 years;15339
1981-12-31;Foreigners;Male;56 years;13418
1981-12-31;Foreigners;Male;57 years;12298
1981-12-31;Foreigners;Male;58 years;11388
1981-12-31;Foreigners;Male;59 years;10433
1981-12-31;Foreigners;Male;60 years;9254
1981-12-31;Foreigners;Male;61 years;8805
1981-12-31;Foreigners;Male;62 years;6513
1981-12-31;Foreigners;Male;63 years;4712
1981-12-31;Foreigners;Male;64 years;4119
1981-12-31;Foreigners;Male;65 years;4031
1981-12-31;Foreigners;Male;66 years;4347
1981-12-31;Foreigners;Male;67 years;4421
1981-12-31;Foreigners;Male;68 years;4020
1981-12-31;Foreigners;Male;69 years;3950
1981-12-31;Foreigners;Male;70 years;3470
1981-12-31;Foreigners;Male;71 years;3356
1981-12-31;Foreigners;Male;72 years;3052
1981-12-31;Foreigners;Male;73 years;2705
1981-12-31;Foreigners;Male;74 years;2380
1981-12-31;Foreigners;Male;75 years;2223
1981-12-31;Foreigners;Male;76 years;1816
1981-12-31;Foreigners;Male;77 years;1698
1981-12-31;Foreigners;Male;78 years;1555
1981-12-31;Foreigners;Male;79 years;1426
1981-12-31;Foreigners;Male;80 years;1273
1981-12-31;Foreigners;Male;81 years;1044
1981-12-31;Foreigners;Male;82 years;883
1981-12-31;Foreigners;Male;83 years;796
1981-12-31;Foreigners;Male;84 years;691
1981-12-31;Foreigners;Male;85 years and over;3767
1981-12-31;Foreigners;Male;Total;2647923
1981-12-31;Foreigners;Female;under 1 year;38930
1981-12-31;Foreigners;Female;1 year;39947
1981-12-31;Foreigners;Female;2 years;38959
1981-12-31;Foreigners;Female;3 years;39036
1981-12-31;Foreigners;Female;4 years;40447
1981-12-31;Foreigners;Female;5 years;43742
1981-12-31;Foreigners;Female;6 years;44131
1981-12-31;Foreigners;Female;7 years;47842
1981-12-31;Foreigners;Female;8 years;46897
1981-12-31;Foreigners;Female;9 years;46138
1981-12-31;Foreigners;Female;10 years;44778
1981-12-31;Foreigners;Female;11 years;40570
1981-12-31;Foreigners;Female;12 years;38472
1981-12-31;Foreigners;Female;13 years;36586
1981-12-31;Foreigners;Female;14 years;34330
1981-12-31;Foreigners;Female;15 years;36928
1981-12-31;Foreigners;Female;16 years;36235
1981-12-31;Foreigners;Female;17 years;35932
1981-12-31;Foreigners;Female;18 years;34273
1981-12-31;Foreigners;Female;19 years;34574
1981-12-31;Foreigners;Female;20 years;34100
1981-12-31;Foreigners;Female;21 years;38837
1981-12-31;Foreigners;Female;22 years;36174
1981-12-31;Foreigners;Female;23 years;36191
1981-12-31;Foreigners;Female;24 years;36128
1981-12-31;Foreigners;Female;25 years;39802
1981-12-31;Foreigners;Female;26 years;43741
1981-12-31;Foreigners;Female;27 years;48192
1981-12-31;Foreigners;Female;28 years;49155
1981-12-31;Foreigners;Female;29 years;54319
1981-12-31;Foreigners;Female;30 years;50492
1981-12-31;Foreigners;Female;31 years;57111
1981-12-31;Foreigners;Female;32 years;53275
1981-12-31;Foreigners;Female;33 years;50923
1981-12-31;Foreigners;Female;34 years;46706
1981-12-31;Foreigners;Female;35 years;41933
1981-12-31;Foreigners;Female;36 years;38657
1981-12-31;Foreigners;Female;37 years;35751
1981-12-31;Foreigners;Female;38 years;32433
1981-12-31;Foreigners;Female;39 years;31606
1981-12-31;Foreigners;Female;40 years;27472
1981-12-31;Foreigners;Female;41 years;29629
1981-12-31;Foreigners;Female;42 years;26274
1981-12-31;Foreigners;Female;43 years;24724
1981-12-31;Foreigners;Female;44 years;22111
1981-12-31;Foreigners;Female;45 years;20702
1981-12-31;Foreigners;Female;46 years;19129
1981-12-31;Foreigners;Female;47 years;17549
1981-12-31;Foreigners;Female;48 years;16942
1981-12-31;Foreigners;Female;49 years;15946
1981-12-31;Foreigners;Female;50 years;13579
1981-12-31;Foreigners;Female;51 years;14332
1981-12-31;Foreigners;Female;52 years;12365
1981-12-31;Foreigners;Female;53 years;11881
1981-12-31;Foreigners;Female;54 years;10697
1981-12-31;Foreigners;Female;55 years;10981
1981-12-31;Foreigners;Female;56 years;10035
1981-12-31;Foreigners;Female;57 years;9385
1981-12-31;Foreigners;Female;58 years;8505
1981-12-31;Foreigners;Female;59 years;8038
1981-12-31;Foreigners;Female;60 years;7138
1981-12-31;Foreigners;Female;61 years;6717
1981-12-31;Foreigners;Female;62 years;5115
1981-12-31;Foreigners;Female;63 years;3627
1981-12-31;Foreigners;Female;64 years;3215
1981-12-31;Foreigners;Female;65 years;3277
1981-12-31;Foreigners;Female;66 years;3719
1981-12-31;Foreigners;Female;67 years;4340
1981-12-31;Foreigners;Female;68 years;4123
1981-12-31;Foreigners;Female;69 years;3891
1981-12-31;Foreigners;Female;70 years;3567
1981-12-31;Foreigners;Female;71 years;3725
1981-12-31;Foreigners;Female;72 years;3316
1981-12-31;Foreigners;Female;73 years;3240
1981-12-31;Foreigners;Female;74 years;2952
1981-12-31;Foreigners;Female;75 years;2697
1981-12-31;Foreigners;Female;76 years;2559
1981-12-31;Foreigners;Female;77 years;2394
1981-12-31;Foreigners;Female;78 years;2108
1981-12-31;Foreigners;Female;79 years;2070
1981-12-31;Foreigners;Female;80 years;1773
1981-12-31;Foreigners;Female;81 years;1783
1981-12-31;Foreigners;Female;82 years;1582
1981-12-31;Foreigners;Female;83 years;1400
1981-12-31;Foreigners;Female;84 years;1222
1981-12-31;Foreigners;Female;85 years and over;7098
1981-12-31;Foreigners;Female;Total;2073197
1982-12-31;Germans;Male;under 1 year;279430
1982-12-31;Germans;Male;1 year;276289
1982-12-31;Germans;Male;2 years;273696
1982-12-31;Germans;Male;3 years;256770
1982-12-31;Germans;Male;4 years;254846
1982-12-31;Germans;Male;5 years;256523
1982-12-31;Germans;Male;6 years;261232
1982-12-31;Germans;Male;7 years;255333
1982-12-31;Germans;Male;8 years;262020
1982-12-31;Germans;Male;9 years;270443
1982-12-31;Germans;Male;10 years;307431
1982-12-31;Germans;Male;11 years;352018
1982-12-31;Germans;Male;12 years;372855
1982-12-31;Germans;Male;13 years;426663
1982-12-31;Germans;Male;14 years;462923
1982-12-31;Germans;Male;15 years;483675
1982-12-31;Germans;Male;16 years;499250
1982-12-31;Germans;Male;17 years;502487
1982-12-31;Germans;Male;18 years;514360
1982-12-31;Germans;Male;19 years;509667
1982-12-31;Germans;Male;20 years;491672
1982-12-31;Germans;Male;21 years;489495
1982-12-31;Germans;Male;22 years;472244
1982-12-31;Germans;Male;23 years;461568
1982-12-31;Germans;Male;24 years;440714
1982-12-31;Germans;Male;25 years;431820
1982-12-31;Germans;Male;26 years;415249
1982-12-31;Germans;Male;27 years;399132
1982-12-31;Germans;Male;28 years;398681
1982-12-31;Germans;Male;29 years;383795
1982-12-31;Germans;Male;30 years;387332
1982-12-31;Germans;Male;31 years;380434
1982-12-31;Germans;Male;32 years;389787
1982-12-31;Germans;Male;33 years;391554
1982-12-31;Germans;Male;34 years;365400
1982-12-31;Germans;Male;35 years;338469
1982-12-31;Germans;Male;36 years;310242
1982-12-31;Germans;Male;37 years;263974
1982-12-31;Germans;Male;38 years;362133
1982-12-31;Germans;Male;39 years;375166
1982-12-31;Germans;Male;40 years;366390
1982-12-31;Germans;Male;41 years;453801
1982-12-31;Germans;Male;42 years;488900
1982-12-31;Germans;Male;43 years;486354
1982-12-31;Germans;Male;44 years;459046
1982-12-31;Germans;Male;45 years;433474
1982-12-31;Germans;Male;46 years;429654
1982-12-31;Germans;Male;47 years;422834
1982-12-31;Germans;Male;48 years;396777
1982-12-31;Germans;Male;49 years;321752
1982-12-31;Germans;Male;50 years;326819
1982-12-31;Germans;Male;51 years;339923
1982-12-31;Germans;Male;52 years;364887
1982-12-31;Germans;Male;53 years;359785
1982-12-31;Germans;Male;54 years;366070
1982-12-31;Germans;Male;55 years;330471
1982-12-31;Germans;Male;56 years;309500
1982-12-31;Germans;Male;57 years;299702
1982-12-31;Germans;Male;58 years;263072
1982-12-31;Germans;Male;59 years;258305
1982-12-31;Germans;Male;60 years;273529
1982-12-31;Germans;Male;61 years;281324
1982-12-31;Germans;Male;62 years;272283
1982-12-31;Germans;Male;63 years;208595
1982-12-31;Germans;Male;64 years;137455
1982-12-31;Germans;Male;65 years;132183
1982-12-31;Germans;Male;66 years;142945
1982-12-31;Germans;Male;67 years;182401
1982-12-31;Germans;Male;68 years;226832
1982-12-31;Germans;Male;69 years;228993
1982-12-31;Germans;Male;70 years;227465
1982-12-31;Germans;Male;71 years;208897
1982-12-31;Germans;Male;72 years;201116
1982-12-31;Germans;Male;73 years;196213
1982-12-31;Germans;Male;74 years;181843
1982-12-31;Germans;Male;75 years;171520
1982-12-31;Germans;Male;76 years;155025
1982-12-31;Germans;Male;77 years;146173
1982-12-31;Germans;Male;78 years;132782
1982-12-31;Germans;Male;79 years;113860
1982-12-31;Germans;Male;80 years;100693
1982-12-31;Germans;Male;81 years;86253
1982-12-31;Germans;Male;82 years;71054
1982-12-31;Germans;Male;83 years;56775
1982-12-31;Germans;Male;84 years;45944
1982-12-31;Germans;Male;85 years and over;152178
1982-12-31;Germans;Male;Total;26838619
1982-12-31;Germans;Female;under 1 year;264704
1982-12-31;Germans;Female;1 year;263246
1982-12-31;Germans;Female;2 years;260951
1982-12-31;Germans;Female;3 years;245230
1982-12-31;Germans;Female;4 years;242383
1982-12-31;Germans;Female;5 years;243259
1982-12-31;Germans;Female;6 years;249599
1982-12-31;Germans;Female;7 years;242909
1982-12-31;Germans;Female;8 years;250315
1982-12-31;Germans;Female;9 years;259295
1982-12-31;Germans;Female;10 years;293619
1982-12-31;Germans;Female;11 years;334936
1982-12-31;Germans;Female;12 years;356751
1982-12-31;Germans;Female;13 years;408013
1982-12-31;Germans;Female;14 years;441452
1982-12-31;Germans;Female;15 years;462246
1982-12-31;Germans;Female;16 years;477020
1982-12-31;Germans;Female;17 years;478647
1982-12-31;Germans;Female;18 years;490371
1982-12-31;Germans;Female;19 years;487312
1982-12-31;Germans;Female;20 years;469623
1982-12-31;Germans;Female;21 years;468346
1982-12-31;Germans;Female;22 years;451496
1982-12-31;Germans;Female;23 years;438597
1982-12-31;Germans;Female;24 years;418705
1982-12-31;Germans;Female;25 years;410989
1982-12-31;Germans;Female;26 years;396958
1982-12-31;Germans;Female;27 years;380206
1982-12-31;Germans;Female;28 years;382921
1982-12-31;Germans;Female;29 years;369262
1982-12-31;Germans;Female;30 years;369585
1982-12-31;Germans;Female;31 years;364638
1982-12-31;Germans;Female;32 years;370239
1982-12-31;Germans;Female;33 years;369987
1982-12-31;Germans;Female;34 years;352351
1982-12-31;Germans;Female;35 years;334230
1982-12-31;Germans;Female;36 years;309972
1982-12-31;Germans;Female;37 years;266052
1982-12-31;Germans;Female;38 years;362046
1982-12-31;Germans;Female;39 years;371396
1982-12-31;Germans;Female;40 years;362910
1982-12-31;Germans;Female;41 years;449585
1982-12-31;Germans;Female;42 years;485660
1982-12-31;Germans;Female;43 years;482357
1982-12-31;Germans;Female;44 years;455923
1982-12-31;Germans;Female;45 years;430812
1982-12-31;Germans;Female;46 years;427821
1982-12-31;Germans;Female;47 years;419233
1982-12-31;Germans;Female;48 years;394738
1982-12-31;Germans;Female;49 years;322721
1982-12-31;Germans;Female;50 years;329434
1982-12-31;Germans;Female;51 years;342762
1982-12-31;Germans;Female;52 years;368276
1982-12-31;Germans;Female;53 years;363839
1982-12-31;Germans;Female;54 years;370728
1982-12-31;Germans;Female;55 years;363085
1982-12-31;Germans;Female;56 years;378227
1982-12-31;Germans;Female;57 years;395961
1982-12-31;Germans;Female;58 years;388417
1982-12-31;Germans;Female;59 years;388206
1982-12-31;Germans;Female;60 years;407186
1982-12-31;Germans;Female;61 years;429191
1982-12-31;Germans;Female;62 years;429671
1982-12-31;Germans;Female;63 years;328207
1982-12-31;Germans;Female;64 years;218955
1982-12-31;Germans;Female;65 years;210071
1982-12-31;Germans;Female;66 years;230973
1982-12-31;Germans;Female;67 years;302170
1982-12-31;Germans;Female;68 years;382349
1982-12-31;Germans;Female;69 years;381751
1982-12-31;Germans;Female;70 years;381571
1982-12-31;Germans;Female;71 years;356668
1982-12-31;Germans;Female;72 years;357652
1982-12-31;Germans;Female;73 years;350965
1982-12-31;Germans;Female;74 years;335216
1982-12-31;Germans;Female;75 years;313032
1982-12-31;Germans;Female;76 years;294208
1982-12-31;Germans;Female;77 years;267105
1982-12-31;Germans;Female;78 years;249648
1982-12-31;Germans;Female;79 years;222727
1982-12-31;Germans;Female;80 years;207993
1982-12-31;Germans;Female;81 years;184946
1982-12-31;Germans;Female;82 years;160005
1982-12-31;Germans;Female;83 years;137417
1982-12-31;Germans;Female;84 years;120746
1982-12-31;Germans;Female;85 years and over;444669
1982-12-31;Germans;Female;Total;30035644
1982-12-31;Foreigners;Male;under 1 year;37122
1982-12-31;Foreigners;Male;1 year;40370
1982-12-31;Foreigners;Male;2 years;41004
1982-12-31;Foreigners;Male;3 years;39691
1982-12-31;Foreigners;Male;4 years;40607
1982-12-31;Foreigners;Male;5 years;41579
1982-12-31;Foreigners;Male;6 years;42493
1982-12-31;Foreigners;Male;7 years;42256
1982-12-31;Foreigners;Male;8 years;45925
1982-12-31;Foreigners;Male;9 years;46879
1982-12-31;Foreigners;Male;10 years;46632
1982-12-31;Foreigners;Male;11 years;46782
1982-12-31;Foreigners;Male;12 years;44208
1982-12-31;Foreigners;Male;13 years;43702
1982-12-31;Foreigners;Male;14 years;42416
1982-12-31;Foreigners;Male;15 years;39604
1982-12-31;Foreigners;Male;16 years;44703
1982-12-31;Foreigners;Male;17 years;46121
1982-12-31;Foreigners;Male;18 years;47948
1982-12-31;Foreigners;Male;19 years;45622
1982-12-31;Foreigners;Male;20 years;43355
1982-12-31;Foreigners;Male;21 years;40629
1982-12-31;Foreigners;Male;22 years;45938
1982-12-31;Foreigners;Male;23 years;45011
1982-12-31;Foreigners;Male;24 years;48392
1982-12-31;Foreigners;Male;25 years;49870
1982-12-31;Foreigners;Male;26 years;54835
1982-12-31;Foreigners;Male;27 years;51502
1982-12-31;Foreigners;Male;28 years;49608
1982-12-31;Foreigners;Male;29 years;46458
1982-12-31;Foreigners;Male;30 years;50527
1982-12-31;Foreigners;Male;31 years;48451
1982-12-31;Foreigners;Male;32 years;58208
1982-12-31;Foreigners;Male;33 years;58891
1982-12-31;Foreigners;Male;34 years;61902
1982-12-31;Foreigners;Male;35 years;61264
1982-12-31;Foreigners;Male;36 years;56742
1982-12-31;Foreigners;Male;37 years;53178
1982-12-31;Foreigners;Male;38 years;50865
1982-12-31;Foreigners;Male;39 years;50330
1982-12-31;Foreigners;Male;40 years;53360
1982-12-31;Foreigners;Male;41 years;48714
1982-12-31;Foreigners;Male;42 years;54274
1982-12-31;Foreigners;Male;43 years;49267
1982-12-31;Foreigners;Male;44 years;46349
1982-12-31;Foreigners;Male;45 years;41440
1982-12-31;Foreigners;Male;46 years;38654
1982-12-31;Foreigners;Male;47 years;33809
1982-12-31;Foreigners;Male;48 years;33743
1982-12-31;Foreigners;Male;49 years;31745
1982-12-31;Foreigners;Male;50 years;27045
1982-12-31;Foreigners;Male;51 years;22694
1982-12-31;Foreigners;Male;52 years;22534
1982-12-31;Foreigners;Male;53 years;18675
1982-12-31;Foreigners;Male;54 years;17158
1982-12-31;Foreigners;Male;55 years;15056
1982-12-31;Foreigners;Male;56 years;14628
1982-12-31;Foreigners;Male;57 years;12846
1982-12-31;Foreigners;Male;58 years;11804
1982-12-31;Foreigners;Male;59 years;10987
1982-12-31;Foreigners;Male;60 years;9940
1982-12-31;Foreigners;Male;61 years;8816
1982-12-31;Foreigners;Male;62 years;8396
1982-12-31;Foreigners;Male;63 years;6180
1982-12-31;Foreigners;Male;64 years;4511
1982-12-31;Foreigners;Male;65 years;3811
1982-12-31;Foreigners;Male;66 years;3839
1982-12-31;Foreigners;Male;67 years;4205
1982-12-31;Foreigners;Male;68 years;4318
1982-12-31;Foreigners;Male;69 years;3949
1982-12-31;Foreigners;Male;70 years;3859
1982-12-31;Foreigners;Male;71 years;3412
1982-12-31;Foreigners;Male;72 years;3249
1982-12-31;Foreigners;Male;73 years;2938
1982-12-31;Foreigners;Male;74 years;2633
1982-12-31;Foreigners;Male;75 years;2323
1982-12-31;Foreigners;Male;76 years;2149
1982-12-31;Foreigners;Male;77 years;1745
1982-12-31;Foreigners;Male;78 years;1650
1982-12-31;Foreigners;Male;79 years;1491
1982-12-31;Foreigners;Male;80 years;1353
1982-12-31;Foreigners;Male;81 years;1198
1982-12-31;Foreigners;Male;82 years;1008
1982-12-31;Foreigners;Male;83 years;829
1982-12-31;Foreigners;Male;84 years;761
1982-12-31;Foreigners;Male;85 years and over;4271
1982-12-31;Foreigners;Male;Total;2589236
1982-12-31;Foreigners;Female;under 1 year;35375
1982-12-31;Foreigners;Female;1 year;38026
1982-12-31;Foreigners;Female;2 years;38826
1982-12-31;Foreigners;Female;3 years;38084
1982-12-31;Foreigners;Female;4 years;38320
1982-12-31;Foreigners;Female;5 years;39582
1982-12-31;Foreigners;Female;6 years;41392
1982-12-31;Foreigners;Female;7 years;41682
1982-12-31;Foreigners;Female;8 years;46989
1982-12-31;Foreigners;Female;9 years;46333
1982-12-31;Foreigners;Female;10 years;45705
1982-12-31;Foreigners;Female;11 years;44710
1982-12-31;Foreigners;Female;12 years;40489
1982-12-31;Foreigners;Female;13 years;38210
1982-12-31;Foreigners;Female;14 years;36475
1982-12-31;Foreigners;Female;15 years;34262
1982-12-31;Foreigners;Female;16 years;36407
1982-12-31;Foreigners;Female;17 years;36180
1982-12-31;Foreigners;Female;18 years;36586
1982-12-31;Foreigners;Female;19 years;35332
1982-12-31;Foreigners;Female;20 years;35628
1982-12-31;Foreigners;Female;21 years;34287
1982-12-31;Foreigners;Female;22 years;38992
1982-12-31;Foreigners;Female;23 years;36370
1982-12-31;Foreigners;Female;24 years;36201
1982-12-31;Foreigners;Female;25 years;36068
1982-12-31;Foreigners;Female;26 years;39636
1982-12-31;Foreigners;Female;27 years;43197
1982-12-31;Foreigners;Female;28 years;47524
1982-12-31;Foreigners;Female;29 years;48362
1982-12-31;Foreigners;Female;30 years;53428
1982-12-31;Foreigners;Female;31 years;49549
1982-12-31;Foreigners;Female;32 years;55918
1982-12-31;Foreigners;Female;33 years;52258
1982-12-31;Foreigners;Female;34 years;49896
1982-12-31;Foreigners;Female;35 years;45701
1982-12-31;Foreigners;Female;36 years;41098
1982-12-31;Foreigners;Female;37 years;38017
1982-12-31;Foreigners;Female;38 years;35153
1982-12-31;Foreigners;Female;39 years;31906
1982-12-31;Foreigners;Female;40 years;31180
1982-12-31;Foreigners;Female;41 years;27037
1982-12-31;Foreigners;Female;42 years;29207
1982-12-31;Foreigners;Female;43 years;25948
1982-12-31;Foreigners;Female;44 years;24379
1982-12-31;Foreigners;Female;45 years;21799
1982-12-31;Foreigners;Female;46 years;20462
1982-12-31;Foreigners;Female;47 years;18817
1982-12-31;Foreigners;Female;48 years;17233
1982-12-31;Foreigners;Female;49 years;16605
1982-12-31;Foreigners;Female;50 years;15729
1982-12-31;Foreigners;Female;51 years;13347
1982-12-31;Foreigners;Female;52 years;14147
1982-12-31;Foreigners;Female;53 years;12200
1982-12-31;Foreigners;Female;54 years;11713
1982-12-31;Foreigners;Female;55 years;10528
1982-12-31;Foreigners;Female;56 years;10809
1982-12-31;Foreigners;Female;57 years;9962
1982-12-31;Foreigners;Female;58 years;9318
1982-12-31;Foreigners;Female;59 years;8436
1982-12-31;Foreigners;Female;60 years;7944
1982-12-31;Foreigners;Female;61 years;7107
1982-12-31;Foreigners;Female;62 years;6602
1982-12-31;Foreigners;Female;63 years;5098
1982-12-31;Foreigners;Female;64 years;3602
1982-12-31;Foreigners;Female;65 years;3175
1982-12-31;Foreigners;Female;66 years;3274
1982-12-31;Foreigners;Female;67 years;3679
1982-12-31;Foreigners;Female;68 years;4368
1982-12-31;Foreigners;Female;69 years;4159
1982-12-31;Foreigners;Female;70 years;3885
1982-12-31;Foreigners;Female;71 years;3570
1982-12-31;Foreigners;Female;72 years;3708
1982-12-31;Foreigners;Female;73 years;3317
1982-12-31;Foreigners;Female;74 years;3185
1982-12-31;Foreigners;Female;75 years;2935
1982-12-31;Foreigners;Female;76 years;2669
1982-12-31;Foreigners;Female;77 years;2518
1982-12-31;Foreigners;Female;78 years;2349
1982-12-31;Foreigners;Female;79 years;2115
1982-12-31;Foreigners;Female;80 years;2027
1982-12-31;Foreigners;Female;81 years;1727
1982-12-31;Foreigners;Female;82 years;1729
1982-12-31;Foreigners;Female;83 years;1544
1982-12-31;Foreigners;Female;84 years;1343
1982-12-31;Foreigners;Female;85 years and over;7963
1982-12-31;Foreigners;Female;Total;2082602
1983-12-31;Germans;Male;under 1 year;271316
1983-12-31;Germans;Male;1 year;278986
1983-12-31;Germans;Male;2 years;276264
1983-12-31;Germans;Male;3 years;273761
1983-12-31;Germans;Male;4 years;256956
1983-12-31;Germans;Male;5 years;255041
1983-12-31;Germans;Male;6 years;256678
1983-12-31;Germans;Male;7 years;261348
1983-12-31;Germans;Male;8 years;255509
1983-12-31;Germans;Male;9 years;262232
1983-12-31;Germans;Male;10 years;270660
1983-12-31;Germans;Male;11 years;307583
1983-12-31;Germans;Male;12 years;352214
1983-12-31;Germans;Male;13 years;372985
1983-12-31;Germans;Male;14 years;426767
1983-12-31;Germans;Male;15 years;463034
1983-12-31;Germans;Male;16 years;483612
1983-12-31;Germans;Male;17 years;499010
1983-12-31;Germans;Male;18 years;501999
1983-12-31;Germans;Male;19 years;513973
1983-12-31;Germans;Male;20 years;509282
1983-12-31;Germans;Male;21 years;491282
1983-12-31;Germans;Male;22 years;489132
1983-12-31;Germans;Male;23 years;471930
1983-12-31;Germans;Male;24 years;461301
1983-12-31;Germans;Male;25 years;440460
1983-12-31;Germans;Male;26 years;431680
1983-12-31;Germans;Male;27 years;414945
1983-12-31;Germans;Male;28 years;398935
1983-12-31;Germans;Male;29 years;398347
